AlertId,CreatedBy,Title,Message,SentAt,Audience,Status,Priority
930,80,Data Usage Policy,Important notice about reward items,8/6/2023,All Users,Awaiting Customer Response,Medium
931,18,Subscription Reminder,New rewards program launched,2/13/2023,New Users,Dismissed,High
932,8,Staff Training Announcement,Your feedback matters – take our survey,1/6/2025,Employees,Closed,Low
933,13,Loyalty Tier Adjustment,Your favorite item is back!,3/5/2024,Customers,Awaiting Customer Response,High
934,4,Terms & Conditions Update,Limited-time offer available,10/23/2024,Customers,Escalated,Medium
935,30,Promo Code Alert,Upcoming service outage notice,2/8/2023,Loyalty Members,Awaiting Customer Response,Medium
936,9,Staff Training Announcement,Check out your coin balance,7/19/2023,New Users,Closed,Medium
937,40,Coin Balance Adjustment,Important notice about reward items,4/14/2024,Admins,Closed,Low
938,62,Coin Balance Adjustment,You're close to earning a reward!,6/20/2024,Employees,Resolved,Medium
939,50,Transaction Delay Alert,Reminder: Update your payment info,3/15/2025,Beta Testers,Investigating,High
940,1,Feedback Survey Launch,App update now available,3/19/2025,New Users,Dismissed,Medium
941,58,Auto-Reload Changes,Community spotlight: Featured merchants,3/31/2025,Support Team.,On Hold,High
942,3,Feature Deactivation Notice,CafeCoin turns one – celebrate with us!,8/7/2023,All Users,Awaiting Customer Response,High
943,28,Limited Time Offer,Enjoy faster checkout with saved cards,3/6/2023,Inactive Users,Open,Medium
944,31,Point Redemption Changes,Check out your coin balance,10/30/2023,All Users,Escalated,High
945,60,Feature Deactivation Notice,Discount applied to your next purchase,3/6/2025,Merchants,Resolved,Medium
946,41,Holiday Schedule,Account activity alert,1/28/2024,Inactive Users,Open,Low
947,57,Website Maintenance,Redeem your coins for special items,2/9/2023,All Users,Dismissed,High
948,66,Delivery Area Expansion,Faster support now available,8/3/2023,Merchants,Escalated,Low
949,15,Reward Limit Update,Welcome to CafeCoin!,5/6/2023,Admins,Closed,Low
950,77,Feature Deactivation Notice,Limited-time offer available,11/25/2023,Support Team.,Resolved,High
951,26,Loyalty Program Update,Reminder: Update your payment info,8/11/2024,All Users,Open,Low
952,34,Limited Time Offer,Order ahead and skip the line.,9/20/2023,New Users,Dismissed,High
953,23,Terms & Conditions Update,Community spotlight: Featured merchants,8/26/2024,Beta Testers,Awaiting Customer Response,High
954,64,Customer Support Downtime,New amenities added near you,9/23/2023,Merchants,Resolved,High
955,35,Feature Deactivation Notice,Your membership level has been upgraded,10/4/2023,Inactive Users,Escalated,Medium
956,75,Scheduled Downtime,Try our seasonal drinks!,3/22/2025,Beta Testers,Escalated,Low
957,17,Coin Balance Adjustment,Exclusive event invite,6/24/2024,Employees,Escalated,Medium
958,16,Mobile App Outage,Your account summary is ready,8/21/2024,Inactive Users,Investigating,Medium
959,73,Rewards Expiry Notice,We've refreshed our menu!,1/27/2025,Beta Testers,Closed,Low
960,15,Feedback Survey Launch,Your membership level has been upgraded,3/27/2023,Inactive Users,Open,Medium
961,58,Urgent Security Update,We've refreshed our menu!,1/17/2023,Employees,Resolved,Medium
962,59,Staff Training Announcement,Faster support now available,8/4/2023,Loyalty Members,Awaiting Customer Response,High
963,47,Payment System Upgrade,App update now available,6/21/2024,Beta Testers,Resolved,Medium
964,67,New Feature Launch,Weekend flash sale starts now,2/3/2023,Beta Testers,Awaiting Customer Response,High
965,69,Bug Fix Announcement,Security settings changed,4/25/2023,Employees,Open,High
966,79,App Version Release,Your feedback matters – take our survey,8/17/2024,New Users,Escalated,Low
967,30,App Version Release,Order ahead and skip the line.,4/11/2025,Beta Testers,Investigating,High
968,20,Holiday Schedule,Thank you for being a loyal customer,7/8/2023,Loyalty Members,Awaiting Customer Response,High
969,29,Delivery Area Expansion,New amenities added near you,3/29/2025,New Users,Escalated,Low
970,4,Bug Fix Announcement,New shop locations added,7/23/2024,Inactive Users,Closed,Low
971,12,Policy Changes,View your transaction history online,3/13/2023,Support Team.,Awaiting Customer Response,High
972,11,Loyalty Tier Adjustment,Order ahead and skip the line.,7/16/2024,Merchants,Closed,Low
973,53,Reward Limit Update,New shop locations added,9/19/2023,Inactive Users,Open,Medium
974,76,Email Preferences Update.,Account activity alert,1/26/2025,All Users,Resolved,Medium
975,61,Auto-Reload Changes,Exclusive event invite,1/24/2025,Inactive Users,Escalated,Medium
976,78,Feature Testing Phase,Don't miss our spring event,4/20/2023,Inactive Users,Escalated,High
977,39,New Feature Launch,Redeem your coins for special items,6/10/2023,Admins,Investigating,High
978,8,Promo Code Alert,New shop locations added,2/2/2023,Employees,Escalated,Low
979,7,Feedback Survey Launch,Your account summary is ready,5/6/2024,Admins,Resolved,Low
980,31,Coin Balance Adjustment,Discount applied to your next purchase,9/4/2024,Inactive Users,On Hold,High
981,49,Delivery Area Expansion,View your transaction history online,2/29/2024,Employees,On Hold,High
982,17,Point Redemption Changes,Welcome to CafeCoin!,12/28/2023,Admins,On Hold,Low
983,43,Transaction Delay Alert,Thank you for being a loyal customer,4/29/2024,Employees,Dismissed,Low
984,25,New Feature Launch,Reminder: Update your payment info,3/11/2023,Employees,On Hold,High
985,75,Point Redemption Changes,Security settings changed,3/9/2023,Support Team.,Resolved,High
986,9,Operating Hours Update,Order ahead and skip the line.,6/22/2023,All Users,On Hold,High
987,18,Transaction Delay Alert,New feature: Order tracking,10/5/2024,Beta Testers,Closed,Medium
988,44,Feature Testing Phase,We've updated our terms of service,7/21/2023,Beta Testers,Open,High
989,56,Point Redemption Changes,Limited-time offer available,9/29/2023,Beta Testers,Awaiting Customer Response,Low
990,5,Account Verification Notice,Redeem your coins for special items,3/12/2023,Merchants,Dismissed,High
991,62,Maintenance Completed,Redeem your coins for special items,4/19/2024,Employees,On Hold,Low
992,27,Data Usage Policy,CafeCoin turns one – celebrate with us!,1/19/2023,Admins,Investigating,High
993,40,Delivery Area Expansion,System maintenance scheduled tonight,9/5/2023,New Users,Investigating,Medium
994,74,Data Usage Policy,View your transaction history online,5/31/2024,Loyalty Members,Resolved,High
995,64,Subscription Reminder,New feature: Order tracking,3/17/2024,Employees,Dismissed,Low
996,46,Scheduled Downtime,Important notice about reward items,6/24/2023,Support Team.,Dismissed,Medium
997,26,Data Usage Policy,Thank you for being a loyal customer,6/17/2024,Employees,Awaiting Customer Response,Low
998,60,Menu Update,Your order has shipped,1/24/2025,Customers,On Hold,Low
999,48,System Maintenance,Check out your coin balance,3/20/2025,Employees,Resolved,High
1000,41,Promo Code Alert,CafeCoin turns one – celebrate with us!,10/21/2023,Support Team.,Escalated,High
